author_id,verified_buyer,reviews,date,upvote,reviewer_name,ratings,start_time,end_time,company_name
review-8322467,Verified Reviewer,"I am currently without a cell phone, because expedited delivery apparently means over a week's time. This is absurd, and using covid as the reason for poor service seems to be a new trend businesses are using.","Sept. 18, 2020",1,"troy of Port Saint Lucie, FL",1.0,2021-05-26 10:51:31.356584,2021-05-26 10:51:32.598433,DHL
review-8320223,Verified Reviewer,My daughter was receiving a package. Driver wanted a signature but had no mask. I asked him to leave it at the door. He refused. I asked he wear a mask and then I’ll wear mine and I’ll come out and sign. He refused again and stomped off and drove off without leaving our package. What company hires and fails to train these people. We are in a pandemic. Did anyone tell DHL?,"Sept. 17, 2020",2,"Amel of Marietta, GA",1.0,2021-05-26 10:51:32.598433,2021-05-26 10:51:32.860924,DHL
review-8313353,Verified Reviewer,"My package was supposed to be delivered yesterday after sitting at the warehouse for 6 days. It was not because on their end they got something wrong with the address and submitted a request for change the same day it was shipped. 1st person I talked to today left me on hold forever, 2nd lied saying it will be delivered today, 3rd person admitted they don't even know where my package is. DHL sucks!","Sept. 15, 2020",1,"Claudia of Laguna Beach, CA",1.0,2021-05-26 10:51:32.860924,2021-05-26 10:51:36.108798,DHL
review-8240888,Verified Reviewer,I cringe when a company sends me something using DHL. Thank God that it doesn't happen a lot to me. I don't understand how they can even stay open as a business. Their service is the worst I have ever seen when it comes to delivering items in a timely manner. Once again I am waiting for a package to be delivered that is just sitting at their warehouse which is less than 10 miles from my house. This time I figured they might redeem themselves because the package was originated in the same state only 5 hours away. But instead it has already been 11 days since they scanned at their facility. It has been 10 miles away from my house for 5 days. If you are a business owner please do not ship anything DHL because it leaves a bad impression of your company as well.,"Sept. 1, 2020",1,"Peter of Fremont, CA",1.0,2021-05-26 10:51:36.108798,2021-05-26 10:51:39.366436,DHL
review-8236544,Verified Reviewer,"I ordered a small packet from a company in Ireland to be delivered to me in Canada. I paid the expensive DHL shipping fee of $30.00. The packet apparently arrived in Ottawa, but I was never notified by DHL. No text message. No voice message. No sticker on the door. They kept it for weeks then returned it to Ireland. I am surprised DHL did not try to charge me a storage fee!I had the company re-send it. I copied and pasted in the tracking number to pay the duty. DHL said the number was invalid. I called DHL. First, notified their toll-free number has changed. Then, many of their stated pick-up points no longer exist. DHL online contact information needs extensive revision to update facts. Talked to a guy who couldn’t help. Contacted Ireland, confirmed the tracking number was correct. It was. Copy and paste it in again. This time it worked. Overall, delivery took four weeks. Impressive for all the wrong reasons. UPS and FedEx can manage to deliver international packages to me. Hey, even the Post Office can manage it. Why not DHL?
                    ","Aug. 30, 2020",1,"Dylann of Ottawa, ON",1.0,2021-05-26 10:51:39.366436,2021-05-26 10:51:41.617411,DHL
review-8233421,Verified Reviewer,"Had a 2k dollar watched shipped express from Japan. Scheduled for delivery by end of day, Friday at 9 pm it says due to bad weather no delivery. COMPLETE HORSE MANEUR LIE. Company practices are TRASH. Never using them again. Will pay extra for any other carrier. GARBAGE company.","Aug. 29, 2020",1,"Leo of Randolph, NJ",1.0,2021-05-26 10:51:41.617411,2021-05-26 10:51:43.975027,DHL
review-8199299,Verified Reviewer,"DHL promised to deliver a very small package from the UK on a date specific. About noon on that day I received an e-mail and SMS advising me they were unable to deliver based on an incorrect address. The address was correct and their driver also had my phone number which he/she didn't bother to use. I advised them that the address was, in fact, correct both via their website and their 800 number. I was told they would attempt to redeliver same day but it was not guaranteed. Didn't happen at which point I was told they would reattempt delivery the next day but it wasn't guaranteed. They are a terrible, terrible international express carrier.","Aug. 21, 2020",1,"Mark of Washington, MO",1.0,2021-05-26 10:51:43.975027,2021-05-26 10:51:46.335625,DHL
review-8183453,Verified Reviewer,"I waited all day for shipment. Claimed they attempted delivery, security camera says otherwise. Contacted them and said they will send driver back to my house and never came. Waited 3 extra days for delivery.","Aug. 15, 2020",1,"Stephen of Spokane, WA",1.0,2021-05-26 10:51:46.335625,2021-05-26 10:51:50.586243,DHL
review-8180012,Verified Reviewer,"I ordered a pair of shoes from USA and they required me to pay tax and duty fee on it, which was $88. Since I am a student so I don’t want to pay that crazy money, thereby I went to CSBA to self-clear my package. I got the form saying it's already paid off. I sent it to DHL at the same day and received an email confirmed the fee had been cleared. The next day, they delivered it to me while asking me to pay the fee. I was so greatly surprised and confused. I had to call their customer service, brokerage in order to sort it out and reschedule it at pickup location. Despite I had done everything I could and it was not my fault at all, even the delivery guy did not help me or advise me to call DHL. All he did is kept telling me he just cared about the system, not my things and walked away.","Aug. 14, 2020",1,"Danny of Canada, Other",1.0,2021-05-26 10:51:54.052991,2021-05-26 10:51:58.322902,DHL
review-8180009,Verified Reviewer,"This is the worst company ever I dealt. Most expensive and very painful service. Took three weeks for the items to arrive and when arrived all boxes lost, could not find even one piece. And they don't care how much stress you go through and how much money you spend. They just keep passing the jobs to another then another. There are better companies I found half the price and maximum three days deliver time. DHL is totally a rip-off.","Aug. 14, 2020",1,"Rahul of Australia, Other",1.0,2021-05-26 10:51:58.322902,2021-05-26 10:52:01.576270,DHL
review-8163800,Verified Reviewer,"I had a package scheduled for delivery on August 4, according to the tracking information. It was not delivered. I checked the DHL website, and saw a notice that said further address information was needed. I checked, and the address was complete and correct. I called customer service first thing the morning of August 5. They told me Someone would call me back by noon. I received no call back. I called customer service later that evening. Apologies, and an assurance I would be called back by 9:00 the following day. No call back.I then called customer service again. I was given an email address for the local office, and wrote them to ask where the package was and supplied (again) the full address, along with my phone number. I received an email as well as a follow up phone call promising me that the package would absolutely be delivered today, August 7, further that it would be a priority delivery, and that the driver would call to confirm. Needless to say, no delivery, no phone call, no surprise. I guess the package is lost...?
                    ","Aug. 8, 2020",1,"Mark of Ferris, TX",1.0,2021-05-26 10:52:01.576270,2021-05-26 10:52:02.831457,DHL
review-8160791,Verified Reviewer,"I have received two shipments in my entire life that have used DHL service and both have been in the past two weeks. Both shipments have been held in Melrose Park, Illinois for 2+ Weeks! The products that I have received from other carriers such as UPS and FedEx have been delivered on time and have experienced no delays, it is only DHL that is holding shipments for some reason and both times in the same location! If companies continue to use DHL service to ship their products, they are going to lose business! Will never order from anyone that uses them again!","Aug. 7, 2020",1,"Janelle of La Crosse, WI",1.0,2021-05-26 10:52:02.831457,2021-05-26 10:52:03.074132,DHL
review-8160401,Verified Reviewer,"DHL would not delivery my shipment, and when they asked me what I wanted to do, I replied in writing to return the shipment to sender. Instead DHL destroyed my entire shipment. How does DHL defend 1) not delivering packages; and 2) destroying them for absolutely no reason? It seems that is the new DHL policy: 1) do not deliver parcels; 2) do not follow the customer's written instructions; and 3) destroy customer shipment and 4) then refuse to reimburse the customer for the value of the goods.","Aug. 7, 2020",9,"Gary of Redwood City, CA",1.0,2021-05-26 10:52:03.074132,2021-05-26 10:52:06.335945,DHL
review-8159924,Verified Reviewer,"Worst ""Logistics"" company I have ever encountered. I ordered a specialty item from Japan via Amazon. It arrived promptly in Austin. I was notified that they delivered it on Friday 7/31 - only they didn't. It took until Monday for them to find it - in their Austin airport office, with $41.79 import fees due. The payment link did not work however since the item had ""already been delivered."" Eventually they gave me a phone number to their Tax & Duty office. They could not make the link work either, so they took payment by phone and my bank sent notice of successful charges to DHL. They were supposed to send me an email receipt - they didn't. Then they could not schedule delivery since ""it had already been delivered"". So I drove to their airport office and the guy at the counter took mercy on me, copied my driver’s license and had me sign some paperwork. I took the package home. The next day DHL called wanting their $41.79 since there is no record of my paying it. When I told the lady that I had already paid and had notice thereof from my bank, she said that she hears that all the time from customers, but would have to send me a bill anyway. These guys make the US Post Office look like super competent geniuses. I would use ANY OTHER company for shipping & delivery, not these guys.
                    ","Aug. 6, 2020",1,"jon of Austin, TX",1.0,2021-05-26 10:52:06.335945,2021-05-26 10:52:10.573022,DHL
review-8138156,Verified Reviewer,"I would have given zero if it's possible. My transcript meant for admission has been sitting in their offices (WASHINGTON - RONALD REAGAN NATIONAL, DC - USA) for a month and they always tell same lie each and every day. After paying for express shipping they care less. Just use any other service other than DHL coz those folks are unprofessional and they suck. They are taught to lie. Just avoid using them if you need peace. My admission deadline is almost over and they have my transcript sitting with them.","July 30, 2020",1,"William of El Paso, TX",1.0,2021-05-26 10:52:10.573022,2021-05-26 10:52:14.821730,DHL
review-8131628,Verified Reviewer,"I have had far too many charges when suppliers use this courier. Often charges can exceed the shipping charges, and sometimes the value of the item. When I contact the supplier they say there is no way know the customs charges. Having worked in materials management for a while, though not recently, I suspect DHL can provide this to suppliers almost instantly and add it to the upfront cost. I suspect that DHL is not offering this to suppliers so their cost look better. Unfortunately, companies they serve probably lose repeat sales. DHL often causes me to change my vendor.","July 28, 2020",8,"Philip of Guelph, ON",1.0,2021-05-26 10:52:14.821730,2021-05-26 10:52:19.059212,DHL
review-8123963,Verified Reviewer,"Prepared a detailed and explicit shipment order on their website, listed the dimensions and weights of 18 small boxes (weighing a total of 150 kg) for shipment from Budapest, Hungary to the U.S, had the order accepted, paid for it, and arranged a pickup date from my apartment. The morning of pickup they phoned and told me that their website should have not accepted the order because it exceeded 30 kg and was not a business-to-business order. This was one week before I was scheduled to fly back to the U.S. They just canceled the order and did absolutely nothing to help me out of this dilemma! Obviously poor website and non-existent customer service. Will never (try to) use DHL again!","July 25, 2020",1,"Jose T. of Hungary, Other",1.0,2021-05-26 10:52:19.059212,2021-05-26 10:52:19.306847,DHL
review-8109107,Verified Reviewer,"DHL Express sucks. I ordered online, I paid a more expensive $15 delivery option because I was tempted of the indicated faster delivery date between July 1 - 6. DHL got my parcel on June 25. Took them a long time to process it and was able to transfer it to the nearest DHL branch on July 7 and it's been on hold ever since. I called them, delivery date has been rescheduled to July 20. Now it's July 21, my package is still not delivered and still on hold. What the eff?","July 20, 2020",1,"Ron of Bulacan, Other",1.0,2021-05-26 10:52:19.306847,2021-05-26 10:52:22.556305,DHL
review-8101730,Verified Reviewer,"Never use this company..Wish I had read reviews before using! I paid $25 to have my order shipped faster and they lied about trying to deliver it early and no one home (we were home) and then delivered 2 days after expected date and left it under my doormat at my apartment? Called and dealt with the same run around they give other customers on here.. Hold times, vm boxes and when you actually do get through they tell you, ""Sorry. You need to contact seller""! I tell them I'm unable to and they say, ""Sorry. We can't do anything about it""! It's bull. The seller is not the one who messed up. DHL did and they do not take responsibility for their actions!! They try to pawn it off to someone else instead of taking responsibility and owning up to your mistake and make it right! Shame on DHL Shipping. Do not use!!","July 17, 2020",1,"Cheyenne of Albuquerque, NM",1.0,2021-05-26 10:52:22.556305,2021-05-26 10:52:24.821746,DHL
review-8055656,Verified Reviewer,"The absolute worst shipping company I have ever dealt with. Package was supposed to be delivered June 12th, Instead of delivering the package they sent it to a depot 200km away from my home - did not notify me of this. I contacted them 4 days in a row and they promised next day delivery, finally I contacted them to refuse the shipment as the contents were time sensitive and the date it was needed had passed. They said they would return the package to the seller, but then left the package on my door step the next day. When I contacted them again they said since the package had been delivered there was nothing they could do and it was now up to me to contact the seller and arrange a return. Sent multiple emails and called to speak to manager. Emails were never replied to and was put 'on hold' to speak to a manager and then disconnected - Twice. DO NOT USE THIS COMPANY!!!!","July 6, 2020",1,"Jodie of Yellowhead County, AB",1.0,2021-05-26 10:52:24.821746,2021-05-26 10:52:26.082990,DHL
review-8054702,Verified Reviewer,"Unlike Fedex or UPS, their document submission process is complex. Their customer service transfers from one department to the other. Never follow up in a timely manner. Tech support has no idea what their own procedures are. A week later I receive answers, incomplete answers that are even more confusing and more unconnected to the reality of the needed service. It will be far easier, to book a plane ticket, fly to Europe and pick up the boxes that I needed to ship back to the USA. Save yourselves the trouble! Don't bother calling this company.","July 6, 2020",1,"Uri of New York, NY",1.0,2021-05-26 10:52:26.082990,2021-05-26 10:52:28.330371,DHL
review-8043182,Verified Reviewer,Very bad service and customer service also. Dhl charges so many fees when I got my stuff then I pay again $17.33 dollars. Please never ever order anything through DHL. Worst experience ever. Use Fedex or UPS. They they can gave you best service ever.,"July 1, 2020",1,"James of Abbotsford, BC",1.0,2021-05-26 10:52:28.330371,2021-05-26 10:52:31.578642,DHL
review-8035001,Verified Reviewer,They told me my package after being in a warehouse for a month could be another day or another month or longer. Please don't use or use at your own risk. You tell us to contact the merchants to get another package mailed. What if they refuse?? Shame.,"June 28, 2020",1,"Susan of Minneapolis, MN",1.0,2021-05-26 10:52:31.578642,2021-05-26 10:52:31.835240,DHL
review-8026637,Verified Reviewer,"I ordered a small package from DHL which was said to be delivered at a certain time. It was not anywhere around my house, nor in my mailbox, so I assumed they were mistaken about the delivery time. A few days passed and still nothing. I contacted the company, which involved filling out a massive form about a missing package. They called me back saying they probably dropped it off at the wrong address. Instead of going and looking for it themselves, they expected me to do it. They called me back asking if I had found it 2 days later. I said no, and they basically said it isn't their problem anymore and they aren't going to help find it because it shows as delivered. I've ordered hundreds of things from other delivery companies and nothing has ever gone missing before. I order one thing shipped with DHL and not only is it not here, they won't fix their mistake.","June 25, 2020",7,"Eric of Ames, IA",1.0,2021-05-26 10:52:31.835240,2021-05-26 10:52:34.068248,DHL
review-8021942,Verified Reviewer,"I am confused as to how this company been in business this long. I have spent $255US to ship a 20lbs package to Jamaica. I gave the representative the receipt and he said he don't need it only the amount paid for the items. Well once it reached Jamaica DHL is requesting this information, the same original information I gave the representative for the customs. DHL is now telling me they will contact me with what the customs need within 3 days. Also DHL is stating someone will have to come and pick up the package once cleared which is a 4hr drive even though I paid to have it delivered. I will celebrate when this company shuts down. This wont be the last time hearing from me.","June 24, 2020",4,"STEPHON of Lake Worth, FL",1.0,2021-05-26 10:52:34.068248,2021-05-26 10:52:35.352289,DHL
review-8018057,Verified Reviewer,"DHL is the worst service provide I have ever known, they promises us best service and fastest delivery and charge higher than all other shipping companies, but they don't have a vehicle in UK to pick up a 93KG shipment, just now I hang up with the UK and Dubai customer service as per them this is heavy weight shipment and they need 2 days to collect the shipment. Shame on you people. Tracking no **. Ben **.","June 23, 2020",7,"Benudhar of Dubai, Other",1.0,2021-05-26 10:52:35.352289,2021-05-26 10:52:38.608358,DHL
review-7990616,Verified Reviewer,"DHL added an extra 500 onto the freight charges onto the declaration (something which I did not pay). The value was plucked out of thin air, and added onto the declaration. This ballooned the total value of my purchase to about 700, making it liable to import duties. The amount of taxes paid is even higher than the actual value of the product.","June 12, 2020",9,"Chris of Seremban, Other",1.0,2021-05-26 10:52:38.608358,2021-05-26 10:52:40.839441,DHL
review-7983119,Verified Reviewer,"I called DHL about 5 times, emailed them 10 times and they seem absolutely incapable of answering straightforward questions. I sent a package to Brazil 3 months ago and it still has not arrived. DHL takes multiple days to respond emails, that is, when they respond. They probably lost my package and are still trying to avoid accountability. If I could give this negative stars, I would. I've never experienced a service that was this crappy before and I wouldn't recommend this to anyone.","June 10, 2020",1,"Ariel of Lewiston, ME",1.0,2021-05-26 10:52:40.839441,2021-05-26 10:52:43.110281,DHL
review-7967498,Verified Reviewer,"This review is about the ludicrous & unfair treatment, the constant lying & unhelpful customer service at DHL Mexico and the subsequent return of my package, which is looking very doubtful will ever reach its destination. On May 19th 2020, I contracted the services of the UK shipping service Parcel Hero. I had purchased online over the previous months, 4 bikinis, 3 men’s t-shirts, 2 lady’s blouses, a purse, a small measuring jug & to make up the weight and space, 4 packets of KP peanuts, (store bought & vacuum packed) each weighing 450g. I was covered up to 50 pounds sterling should my package fail to arrive, but to be sure, I paid extra to cover the complete value. Total paid for door to door service 54.01 GBP.The parcel was collected from my sister in the UK the following day, 20th. It arrived in Mexico City on 25th May. The status of the package was listed as “Uncontrollable clearance delay”. It stayed like this, and I had no correspondence from either DHL in Mexico or Parcel Hero in the UK until Monday 1st June. This is when I received the first email from Parcel Hero telling me the carrier (DHL) were trying to reach me by phone but the number is invalid. The number is not invalid, first lie. They provided me with an email address, phone number and name of the Import Agent at DHL, Diana Vanessa **.I tried to call, but was told she was not available, when prompted by the man I was speaking to, for my tracking number, he said the package would not be released due to the peanuts, saying food items are not permitted into the country. A second email from Parcel Hero came, this time, saying DHL had made numerous attempts to reach me but got no answer. Second lie. I had no missed calls, despite having phone switched on 24/7. Plus, if the number is invalid how did they manage to call me? I sent Diana ** an email confirming my phone number and address. She replied saying “because of the type of merchandise we cannot release the package, please share details of the broker or give authorisation to return”. I replied “I don't understand what ""broker details"" are? Please explain to me. She replied “It is to release the package via your personal customs agent”. I replied “I do not have an agent, my sister sent me the package using the shipping company Parcel Hero”. To which she replied “Then we can only send it back to provider.""At this point (and after various other attempts through various other channels) Seeming like I had no other option, I said OK. When I asked what the next step would be, she said “The return process starts, as soon as the tracking number is generated with which the shipment to origin will be shared to you.” I replied that on the DHL Mexican website “chat” (see below) I was told the peanuts were not the problem. I asked if they could open the package and take the peanuts out. He said they are not allowed to do this. She replied “The goods, all together require a series of permits, for that reason we cannot carry out the dispatch”. Upon further questioning she simply copied and pasted her previous reply “The return process starts, as soon as the tracking number is generated with which the shipment to origin will be shared to you.”I also tried to get a response from DHL Mexico chat online in their website. I was in communication with a lady called Gabriela. When I told her that I had been told the reason for not being released was due to the package containing peanuts, she responded “At no time would we say it is due to peanuts, but you do need to fill in forms from the Mexican Tax Administration Service”. When I asked for me details, she asked me for my email address then ended the chat. I never heard anything more from anyone other than Diana.I had called the number given for Diana 15 times, trying to get help and a resolution over the past 2 days. At one point I was told I needed to register with the Mexican Importation Agency. Upon trying this I learnt that this is for commercial and frequent large imports, it is not applicable to me, therefore I was unable to fulfil this impossible requirement. I then asked a friend who is a Mexican businessman if he would call Diana and see exactly what is required. She treated him the same way as she has been treating me, unwilling to help, just saying I need an import license. When he asked her to provide me with the way of getting this, she said the package is now in the process to be returned by request of the client and she cannot do anymore.
                        
                    
                        
                            Eventually, each time I got through to DHL, upon hearing my tracking number, they said “hold the line I will transfer you” Then the line went dead. Clearly, they were no longer willing to provide me any courtesy. Because of this, at one point when I got through, I said “before you ask me the tracking number I have just one simple question”. The man agreed to listen. I asked how long it takes to prosses a return order? He replied 20 to 30 days. Determined to leave no stone unturned, I also tried getting help from DHL Mexico on WhatsApp. This was met with automatic robot replies. No help whatsoever.I also tried DHL Mexico on Messenger, also automated response from a robot. Fruitless!I also asked a friend whose brother works in Mexican Customs. He could not help as it is in the hands of DHL Customs, but he did say there are no restrictions on peanuts, and that they are allowed to open packages and remove items not allowed. His siter told me she had a similar situation with a package sent by DHL from Germany to Mexico. It contained a particular spice that was prohibited and she told me she instructed them to remove it, they did so, and she received her package.Meanwhile, each morning I receive an email from Parcel Hero telling me the carrier has not received the information required from me, and if I do not supply it within 72 hours, they are not responsible and the package will be sent back. This is despite the statement in one of their emails “Please notify to shipper that customs will not allow RTO (Return to Origen) by type of product”. So, on the one hand Parcel Hero say it will be shipped back within 72 hours, on the other hand they state RTO is not allowed. And DHL say I need to give them permission to send back, AFTER Parcel Hero tell me it will be sent back within 72 hours, regardless, if they do not receive the information.
                        
                    
                        
                            Today I see on the tracking update on the Parcel Hero site “Returned to shipper”. On the DHL tracking website, it says “Returned to origin”. So I sent Diana another email asking for the tracking number. She replied “No tracking number is generated yet for return to origin, the process takes 12 to 15 working days.”If indeed the package has been returned, surely there must be a tracking number?This morning, another Mexican friend in Mexico City tried to help by calling Diana. This is what she wrote to me… “Hi Pauline, after calling many times without being able to contact Diana, I called again and begged another woman to give me reports of your package. She simply told me that your package is already in the process of being returned and that the interested one (that is you) had given permission. I asked her if there was no other option and she replied that NO and that the problem with the package had only been peanuts because they do not bring ""presentation for sale"" (they never told me what that means). The truth is, I feel very bad for not being able to help you and the worst, that the people here do not lend the same to help the client, quite the opposite in fact.So yet another conflicting reason why the package was not released. I have never been told by DHL, this was the reason, quite the contrary, I was given 3 others conflicting reasons. Parcel Hero never advised I would need to provide a sales receipt for the peanuts. Nor did they advise me personally or on their website that I need to hire a personal broker to receive a package of just a few personal items. Why? because it is not needed. All of this is just lie after lie & excuse after excuse on the part of DHL Mexico.Diana Vanessa ** should not be in the Customer Service business. She does not know the meaning of these words. From the outset, it was clear through her curt words, her unfriendliness & unwillingness to try to help, that my package was doomed from the time it got to DHL Mexico. I ask you; For, 4 bikinis, 3 men’s t-shirts, 2 lady’s blouses, a purse, a small measuring jug & 4 packets of KP peanuts, do I really need to register with the import authorities? Do I really need to fill in a tax form for commercial business? Do I really need to hire an Import broker?
                    ","June 4, 2020",1,"Pauline of La Crucecita, Other",1.0,2021-05-26 10:52:43.110281,2021-05-26 10:52:46.363593,DHL
review-7945913,Verified Reviewer,"Sent out a package to a different country and within 24 hrs I called to cancel the international delivery. I was assured by the representative that it would be returned only to still have the package dropped off and signed by a complete stranger. I called DHL to let them know it shouldn't of been delivered and was told that they would have someone in the country head back to the business and pick up the package, gave me a direct number to follow up with. I called the next day and now they are telling me there is nothing they can do, my package is stranded in a different country after I paid for the item and also paid to have it mailed out.","May 27, 2020",9,"Crystal of Jersey City, NJ",1.0,2021-05-26 10:52:46.363593,2021-05-26 10:52:47.737135,DHL
review-7944863,Verified Reviewer,"I hate that my packages get delivered by this company. They give you the run around and get upset when you ask questions. I volunteered to come pick up my package from one of their facilities and I was told that I couldn’t come pick up my package because of the set delivery date and I was told when I could come get it, even though it was already at the facility waiting. The delivery drivers have lied and said they tried to deliver my packages and no one was home, and I was home, but no one knocked or rang the buzzer to let me know they were there. I’ve spoken to customer service representatives like 5 times in one week because the status online is completely different from what they tell you over the phone. Oh and they also don’t tell you that when there is a shortage in delivery drivers they send your things to the post office and you don’t know when you’re going to get it even if it’s 2 weeks after the estimated delivery date.","May 27, 2020",9,"Bri of Saint Louis, MO",1.0,2021-05-26 10:52:47.737135,2021-05-26 10:52:47.976622,DHL
review-7943276,Verified Reviewer,"The few times DHL handled my shipments, they were all delayed. My packages never came on time and they always miss the target date/special occasions I ordered my packages for. Therefore, by the time I got the package the purpose of Essence of it has been gone. This is so saddening. Please fix your service DHL.","May 27, 2020",8,"Jenica of Pasig, Other",2.0,2021-05-26 10:52:47.976622,2021-05-26 10:52:52.234383,DHL
review-7907624,Verified Reviewer,"I try to make it a point not to use DHL for shipping. It always takes 3-5 weeks to receive my packages when a vendor uses them. You can’t even plan for the delivery or give pre-orders dates, because they send out false delivery dates. Out of 10 deliveries 7 will miss the expected date and show up 3-5 days later. FedEx or UPS only for international shipping! Customer don’t want to wait over a month to receive their goods.","May 19, 2020",1,"Big Headz 3D of Baltimore, MD",1.0,2021-05-26 10:52:52.234383,2021-05-26 10:52:54.465083,DHL
review-7900661,Verified Reviewer,"I ordered from a company that shipped to DHL. My product never arrived. I checked the status of where my product was everyday and finally I see a ""delivered"" status on the website and all I saw was red. Where was my package that was so called ""delivered???"" I called DHL and they basically fake investigated for four days saying the driver is trying to find out where they delivered the package and called me a liar even though there's no signature on file and no picture of my product and no sign of a delivery driver trying to explain (but I'm a liar right?). (What happened to the customer is always right?!) Well anyways to show them I am telling the truth I asked them can they deliver the product again another way instead of refunding me the money. They said they don't owe me anything and that I need to contact who I ordered from because that's who I paid. WHAT?!!! There's no signature!!!! Oh yeah and I wasn't even home!!!! And who was the delivery driver?!!! I called daily in the midst of this pandemic. I went through pure hell everyday trying to find out where my four packages total of $279.04 had gone! NOT ONE BUT FOUR!!!! With them not calling me back I'm constantly leaving messages and all they're doing is leaving notes in the system that I called and that's it. Even when I called 5 times a day every single time I called you can bet someone said they would call me back by the end of the day or they would say someone was supposed to call me but didn't. Wow.They even admitted they might of delivered to the wrong address and then they said no one was home so they just left my package there and they said that's authorizing if thats even the truth considering there's no signature on file that anyone signed anything. I don't even have a picture of my product sitting on the porch or anything like they do for efficiency. Nope nothing. Thank God I have a good bank because they gave me my $279.04 and I guess dhl will owe them money. Good. I can see if you lose 1 package but all FOUR?!!! They wouldn't even let me talk to the guy that ""delivered"" my package. I stopped dhl long time ago. I usually go with Amazon because I always get my product freaky fast but I wanted to give dhl one last chance and lo and behold it never fails. They're always about themselves. One lady even actually raised her voice at me and told me they delivered it (no proof) and that I need to call the company I bought from because they owe me money not DHL. Well no they don't. They did their job and just because I didn't order from dhl and give them my money they say they owe me nothing. They didn't even try to satisfy me in any way. Product just out there somewhere and money gone down the drain in the midst of coronavirus. How is this a delivery company when they cant ""deliver""??? I'm surprised they are still in business!!!! I dont see a great future for them. Last lesson learned!
                    ","May 16, 2020",1,"Simone of Stuart, FL",1.0,2021-05-26 10:52:54.465083,2021-05-26 10:52:54.725469,DHL
review-7895648,Verified Reviewer,"I ordered something that shipped out of Kentucky and was supposed to arrive in Alberta, Canada (Express 2-day shipping). Order left Kentucky and reached Canada in a timely manner. I made an account with DHL so I could change the delivery address (change to my workplace) the day I received the tracking information (two days before expected delivery). I received a confirmation email stating that the changes went through. The day they were supposed to deliver my package I received a notification saying that delivery was refused because nobody was there to sign for the package. Turns out they tried delivering the package to my home instead of the address I requested.I call in that day and was promised it would be delivered the following day to my workplace. I receive an email that night saying my package was being held until I make a duty/brokerage fee payment (these were already paid when the item shipped from Kentucky). I call back in and was informed that there WASN'T any fees required and that the package would still be delivered the next day (one day past the paid for 2-day express shipping). I see no change on their notification system the following day, and I call back to see what is going on. Finally spoke to a supervisor who states that there is a notification saying that it must be held until fees are paid, but there are no actual fees listed. I was told she would look into it and get back to me. The supervisor never got back to me. I get forwarded to a ""specialist"" who tells me they are going to look in to what is going on with this package, and that they are going to get in contact with me tomorrow. Timeline of events: 1. Ordered product on Friday, package was sent out that day. 2. Received tracking information on Monday. 3. Changed delivery address to my workplace on Monday. 4. Delivery attempted on Wednesday (which was in line with 2-day Express shipping) at wrong address. 5. Called in to figure out what is going on on Wednesday, told it will be shipped to my workplace the following day (Thursday). 6. Receive notification that package was held until receipt of fees payment on Wednesday. 7. Called in again and was told there were no fees required and that it would be delivered on Thursday. 8. Not delivered on Thursday like I was told, called in to speak with a supervisor who forwarded me on to a specialist. Told by specialist that they would look in to it and get back to me the following day (Friday). It took one day to travel from Kentucky to Alberta, and has taken 3 days to travel less than 150miles and I have had nothing but frustration.
                    ","May 14, 2020",1,"Todd of Lethbridge, AB",1.0,2021-05-26 10:52:54.725469,2021-05-26 10:52:55.967079,DHL
review-7894040,Verified Reviewer,I won't purchase an item that will be shipped by them or use them to ship my eBay items to others. Always late by a month or so or damaged. Never updates their tracking so you have no idea where your purchase is.,"May 14, 2020",1,"Mary of Woodstock, GA",1.0,2021-05-26 10:52:55.967079,2021-05-26 10:52:57.221891,DHL
review-7888748,Verified Reviewer,"I placed an order that was expensive. The order was shipped from out of the country to me, my communication with the seller was good, but once it got to DHL, it was all bad. They not only didn't deliver to my address, but they claim they didn't have the right address...when I called them, I gave them the unit number and they assured me that my package would be delivered on the same day, but it was NOT...and I'm still waiting for my package...they are using COVID 19 as an excuse for delays and issues, but when people are spending money, it should take priority, still be safe, but give quality service. I will never use them in the future. I also asked to speak with someone regarding this issue and I'm still waiting.","May 12, 2020",1,"Susan of Rosamond, CA",1.0,2021-05-26 10:52:57.221891,2021-05-26 10:52:57.458566,DHL
review-7876118,Verified Reviewer,I ordered $5000 item and seller shipped it with signature not required from China. In DHL on demand delivery I specified a request delivery date to have the item delivered. DHL came 2 days before the date that I selected for delivery and claim they left the item at my front door and took a picture of the item at my door step. DHL claims in the on demand service I selected to leave item at front door which is incorrect. I did not select that option. I have not received the item and am very disappointed with DHL.,"May 8, 2020",1,"Jay of Toronto, ON",1.0,2021-05-26 10:52:57.458566,2021-05-26 10:52:59.709757,DHL
review-7786064,Verified Reviewer,Just about every package I've received that's been shipped through DHL arrives damaged. I can't even believe they even delivered this last package with broken pieces falling out the bottom. They attempted to tape it up but did a horrible job. Why even deliver something So destroyed?,"April 9, 2020",1,"Shay of Orange, TX",1.0,2021-05-26 10:53:04.842978,2021-05-26 10:53:08.136550,DHL
